"Molecular.Weight_g.mol_","XLogP3","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","Rotatable.Bond.Count","Topological.Polar.Surface.Area.A.2.","Heavy.Atom.Count","Complexity","LogS","Ratio.","Name","Ratio..1","Name.1","Ratio..2","Name.2","Ratio..3","Name.3","Ratio..4","X","mm","kp.kgf","Ratio..5","Ratio..6","Ratio..7","Ratio..8"
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.355218030377266,0.4,0.159574468085106,0,0,0.5,0.240506329113924,1,0.75,0.333333333333333,0.755905511811024,0,0.221,0.529,0.808,0.958
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.355218030377266,0.4,0.265957446808511,0,0,0.5,0.240506329113924,1,0.5,0.333333333333333,0.755905511811024,0,0.185,0.455,0.721,0.893
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.355218030377266,1,0.265957446808511,0,0,0.5,0.240506329113924,1,0.5,0.333333333333333,0.755905511811024,0,0.141,0.243,0.271,0.372
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.355218030377266,1,0.319148936170213,0,0,0.5,0.240506329113924,1,0.375,0.333333333333333,0.755905511811024,0,0.126,0.218,0.271,0.358
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.4,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.333333333333333,0.503937007874016,0,0.355,0.588,0.786,0.948
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.4,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.333333333333333,0,0,0.369,0.623,0.817,0.934
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.159574468085106,0,0,0.5,0.974683544303797,0,0,0.333333333333333,0.503937007874016,0,0.316,0.477,0.611,0.736
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.159574468085106,0,0,0.5,0.974683544303797,0,0,0.333333333333333,0,0,0.346,0.558,0.721,0.834
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.333333333333333,0,0,0.3,0.493,0.655,0.78
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.478723404255319,0,0,0.5,0.594936708860759,0,0,0.333333333333333,0,0,0.248,0.431,0.574,0.703
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.638297872340426,0,0,0.5,0.40506329113924,0,0,0.333333333333333,0,0,0.205,0.338,0.457,0.568
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.797872340425532,0,0,0.5,0.215189873417722,0,0,0.333333333333333,0.503937007874016,0,0.166,0.267,0.365,0.45
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.6,0.797872340425532,0,0,0.5,0.215189873417722,0,0,0.333333333333333,0,0,0.181,0.306,0.421,0.516
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,0.8,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.333333333333333,0,0,0.278,0.466,0.599,0.703
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,1,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.333333333333333,0.503937007874016,0,0.241,0.397,0.493,0.6
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0183733463988241,1,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.333333333333333,0,0,0.278,0.476,0.618,0.731
0.369959070356119,0.84375,0.285714285714286,0.357142857142857,0.538461538461538,0.38239608801956,0.346938775510204,0.152147239263804,0.273972602739726,0.722684958353748,0.8,0.372340425531915,0,0,0,0,0,0,0.333333333333333,0.755905511811024,0.259872611464968,0.311,0.467,0.579,0.669
