"Molecular.Weight..g.mol..","XLogP3","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","Rotatable.Bond.Count","Topological.Polar.Surface.Area.A.2.","Heavy.Atom.Count","Complexity","LogS","Ratio.","Name","Ratio..1","Name.1","Ratio..2","Name.2","Ratio..3","Name.3","Ratio..4","Ratio..5","Ratio..6","Ratio..7","Ratio..8"
1,0.9375,0.857142857142857,1,0.384615384615385,1,1,1,0.156555772994129,1,0.4,0.0426595744680851,0,0,0,0,0,0,0.471,0.766,0.855,0.896
1,0.9375,0.857142857142857,1,0.384615384615385,1,1,1,0.156555772994129,0.784824334942193,0.4,0.248617021276596,0,0,0,0,0,0,0.184,0.361,0.581,0.729
1,0.9375,0.857142857142857,1,0.384615384615385,1,1,1,0.156555772994129,0.68593557077113,0.4,0.343297872340426,0,0,0,0,0,0,0.122,0.45,0.516,0.579
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.362554719946122,0.8,0.301063829787234,0,0,0.5,0.421518987341772,0,0,0.0853,0.131,0.169,0.234
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.325513525648221,0.4,0.0531914893617021,0,0,0.5,0.240506329113924,1,1,0.468,0.76,0.851,0.89
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.325513525648221,0.4,0.159574468085106,0,0,0.5,0.240506329113924,1,0.75,0.221,0.529,0.808,0.958
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.325513525648221,0.4,0.372340425531915,0,0,0.5,0.240506329113924,1,0.25,0.185,0.451,0.513,0.571
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.325513525648221,1,0.159574468085106,0,0,0.5,0.240506329113924,1,0.75,0.141,0.317,0.369,0.402
0.516070754187378,0.90625,0.142857142857143,0.357142857142857,1,0.251833740831296,0.489795918367347,0.298159509202454,0,0.325513525648221,1,0.319148936170213,0,0,0.5,0.240506329113924,1,0.375,0.126,0.218,0.271,0.358
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.4,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.355,0.588,0.786,0.948
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.4,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.369,0.623,0.817,0.934
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.159574468085106,0,0,0.5,0.974683544303797,0,0,0.316,0.477,0.611,0.736
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.159574468085106,0,0,0.5,0.974683544303797,0,0,0.346,0.558,0.721,0.834
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.3,0.493,0.655,0.78
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.478723404255319,0,0,0.5,0.594936708860759,0,0,0.248,0.431,0.574,0.703
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.638297872340426,0,0,0.5,0.40506329113924,0,0,0.185,0.298,0.394,0.489
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.797872340425532,0,0,0.5,0.215189873417722,0,0,0.166,0.267,0.365,0.45
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.6,0.797872340425532,0,0,0.5,0.215189873417722,0,0,0.181,0.306,0.421,0.516
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.8,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.241,0.385,0.493,0.589
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,0.8,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.278,0.466,0.599,0.703
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,1,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.241,0.397,0.493,0.6
0.453180249368995,0.5625,0.142857142857143,0.428571428571429,0.230769230769231,0.471882640586797,0.408163265306122,0.284049079754601,0.273972602739726,0.0168369064990459,1,0.319148936170213,0,0,0.5,0.784810126582278,0,0,0.278,0.476,0.618,0.731
