"MW_API","melting.point_API","XLogP3_API","Hydrogen.Bond.Donor.Count_API","Hydrogen.Bond.Acceptor.Count_API","Rotatable.Bond.Count_API","Topological.Polar.Surface.Area_API","Heavy.Atom.Count_API","Complexity_API","logS_API","logP_API","Pka","N.of.repeat.units_polymer","Monomer.Weight_polymer","Hydrogen.Bond.Donor.Count_polymer","Hydrogen.Bond.Acceptor.Count_polymer","Rotatable.Bond.Count_polymer","Complexity_polymer","Topological.Polar.Surface.Area_polymer","technich","Drug.loading.ratio","Dose.mg.","dissolution.method","surfactant","pH.1.2_simulated.gastric.fluid","pH.4.5_buffer.solution","pH.6.8_PBS","pH.6.5_FaSSIF","pH.6.8_SIF","water","pH.7.4_PBS","rotation.speed.rpm.","volume.ml","X5min","X10min","X15min","X20min","X30min","X45min","X60min"
0.197752679824195,0.45,0.485148514851485,0.105263157894737,0.32,0.227272727272727,0.208770257387989,0.181818181818182,0.213243147027412,0.28,0.255908720456398,0.858278765201123,0.012894619831036,0.0896899738510585,0,0.125,0,0.0834239130434783,0.031434184675835,1,0.489795918367347,0.183858735205117,0,1,0,0,0,0,0,1,0,0,0.888888888888889,0.3248,0.3861,0.4552,0.4731,0.5115,0.5319,0.5475
0.14903475937092,0.206666666666667,0.831683168316832,0,0.04,0.272727272727273,0,0.170454545454545,0.0989676041295835,0.16,0.458842705786471,0.692235734331151,0.0499110715873722,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,1,0.183673469387755,0.0880989772857854,0,0,0,0,1,0,0,0,0,0.5,0.444444444444444,0.322,0.2965,0.2682,0.2627,0.2629,0.2619,0.2638
0.236118219340087,0.343333333333333,0.782178217821782,0.0526315789473684,0.16,0.272727272727273,0.16510962821735,0.181818181818182,0.103239587041652,0.0799999999999999,0.513447432762836,0.61599625818522,0.0098932859048466,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,0.5,0.795918367346939,0.183858735205117,0,0,0,0,0,0,0,0,1,0.5,0.444444444444444,0.0246,0.0373,0.0465,0.0583,0.0696,0.0923,0.1055
0.0228582271823225,0.02,0.554455445544554,0,0.08,0.181818181818182,0.040419447092469,0.0227272727272727,0.0185119259522962,0.58,0.280358598207009,0.679092609915809,0.0177856825255669,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0,0.122448979591837,0.337074347876049,0,0,0,0,0,0,0,1,0,0,0.888888888888889,0.4855,0.7106,0.8874,0.9517,0.9742,0.9742,1
0.182338277511208,0.32,0.614554455445545,0.0526315789473684,0.2,0.227272727272727,0.171210676835081,0.136363636363636,0.10751156995372,0.3482,0.329747351263244,0.522918615528531,0.00700311249444197,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0.5,0.0816326530612245,0.145554832037385,1,0,0,0,1,0,0,0,0,0.5,0.888888888888889,0.0393,0.2045,0.3475,0.4463,0.6061,0.7907,0.7926
0.13777532467328,0.313333333333333,0.683168316831683,0.105263157894737,0.16,0.318181818181818,0.131744518589132,0.113636363636364,0.092559629761481,0.18,0.43357783211084,0.519176800748363,0.0316807469986661,0.800244922448687,0.333333333333333,0.75,0.592592592592593,0.2536875,0.618598559266536,0.5,0.183673469387755,0.375378251043781,0,0,0,0,0,0,0,0,1,0,0.888888888888889,0.2041,0.425,0.5095,0.5853,0.6829,0.8109,0.8623
0.244637595803617,0.72,0.752475247524752,0.105263157894737,0.24,0.318181818181818,0.178265014299333,0.227272727272727,0.22748309006764,0,0.439282803585982,0.634705332086062,0.019341929746554,0.501954454275173,1,1,0.148148148148148,0.383152173913043,1,0.5,0.387755102040816,0.0153215612670931,0,0,0,0,1,0,0,0,0,0.25,0.444444444444444,0.2068,0.3822,0.4643,0.512,0.5745,0.6405,0.6875
0.494998606349691,0.586666666666667,0.415841584158416,0.263157894736842,0.52,0.590909090909091,0.414680648236416,0.511363636363636,0.537201851192595,0.26,0.246943765281174,0.811973807296539,0.00833703868385949,0.0896899738510585,0,0.125,0,0.0834239130434783,0.031434184675835,0.5,0.13265306122449,0.0114911709503198,0,0,0,0,0,0,0,1,0,0.5,0.888888888888889,0.039,0.1049,0.1936,0.297,0.5069,0.5564,0.6079
0.149713474945002,0.406666666666667,0.534653465346535,0.0526315789473684,0.28,0.227272727272727,0.153670162059104,0.136363636363636,0.117123531505874,0.58,0.267318663406683,0.712815715622077,0.0579146287238773,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,1,0.15,0.0306431225341862,1,0,0,0,0,0,0,0,1,0.5,0.888888888888889,0.7974,0.8512,0.8771,0.865,0.8426,0.8297,0.8426
0.119780700856504,0.473333333333333,0.564356435643564,0.105263157894737,0.2,0.0909090909090909,0.193517635843661,0.113636363636364,0.16375934496262,0.54,0.215158924205379,0.521983161833489,0.0299021787461094,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,0.5,0.183673469387755,0.0306431225341862,0,0,1,0,0,0,0,0,0,0,0.444444444444444,0.9871,0.9875,0.9908,0.9926,1,1,1
0.058297888422939,0.866666666666667,0.356435643564356,0.157894736842105,0.24,0.0454545454545455,0.235462345090562,0.0681818181818182,0.0555357778568886,0.74,0.134474327628362,0.58933582787652,0.0106714095153402,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0,0.0306122448979592,0.068947025701919,1,0,1,0,0,0,0,0,0,0.5,1,0.0701,0.1244,0.1816,0.2289,0.2904,0.3776,0.4034
0.104075757885935,0.886666666666667,0.405940594059406,0.105263157894737,0.12,0.136363636363636,0.153288846520496,0.0909090909090909,0.0996796012815949,0.484,0.255093724531377,0.489710009354537,0.0142285460204535,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0,0.0714285714285714,0.068947025701919,0,0,0,0,0,0,0,0,1,0.5,0.888888888888889,0.9279,0.9668,0.974,0.9813,1,0.9823,0.9918
0.123681346974834,0.78,0.514851485148515,0.105263157894737,0.2,0.0909090909090909,0.16510962821735,0.136363636363636,0.161623353506586,0.48,0.161369193154034,0.481758652946679,0.00700311249444197,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0,0.489795918367347,0.375378251043781,0,0,0,0,0,0,0,0,1,0.1,0.666666666666667,0.3344,0.3097,0.3538,0.3801,0.4085,0.4143,0.4136
0.218481062890635,0.846666666666667,1,0.105263157894737,0.08,0.0454545454545455,0.0972354623450906,0.352272727272727,0.261302954788181,0.06,0.572942135289324,0.521047708138447,0.0499110715873722,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,0.5,0.107142857142857,0.107250928869652,0,1,0,0,0,0,0,1,0,0.5,0.888888888888889,0.6162,0.7426,0.8112,0.8514,0.9319,0.9631,0.9852
0.131578698724298,0.39,0.524752475247525,0.0526315789473684,0.24,0.227272727272727,0.197330791229743,0.136363636363636,0.162691349234603,0.36,0.23879380603097,0.548643592142189,0.0316807469986661,0.800244922448687,0.333333333333333,0.75,0.592592592592593,0.2536875,0.618598559266536,1,0.795918367346939,0.0306431225341862,1,1,1,0,0,0,0,0,0,0.5,0.888888888888889,0.1109,0.1744,0.2216,0.2731,0.3462,0.4428,0.5142
0.150776428570304,0.371523333333333,0.683168316831683,0.0526315789473684,0.24,0.136363636363636,0.106005719733079,0.136363636363636,0.136703453186187,0.3482,0.329747351263244,0.679092609915809,0.0323477100933748,0.302606834545259,0,0.25,0.111111111111111,0.489130434782609,0.172233136869679,1,0.387755102040816,0.758417282721109,0,0,0,1,0,0,0,0,0,0,1,0.197,0.3943,0.5506,0.6718,0.7202,0.7432,0.764
0.135570680117098,0.66,0.554455445544554,0.105263157894737,0.24,0.0909090909090909,0.246901811248808,0.113636363636364,0.169811320754717,0.54,0.221678891605542,0.508419083255379,0.0130057803468208,0.75549844180965,0,0.75,0.444444444444444,1,0.404715127701375,1,0.285714285714286,0.0306431225341862,0,0,1,0,0,0,0,0,0,0,0.888888888888889,0.3453,0.4032,0.4238,0.4614,0.4858,0.4799,0.5061
0.768539879657902,0.4,0.614554455445545,0.315789473684211,0.44,1,0.424213536701621,0.795454545454545,0.237095051619794,0.0199999999999999,0.381418092909535,0.507951356407858,0.00833703868385949,0.0896899738510585,0,0.125,0,0.0834239130434783,0.031434184675835,0.5,0.23469387755102,0.0306431225341862,0,1,1,0,0,0,0,0,0,0,0.888888888888889,0.6389,0.8215,0.8333,0.8478,0.8758,0.8699,0.8875
0.0575207512168851,0.53,0.425742574257426,0.0526315789473684,0.04,0,0.108484270734032,0.0681818181818182,0.0822356710573158,0.58,0.179299103504482,0.915809167446211,0.200422409959982,0.0223765984883763,0.166666666666667,0.125,0.037037037037037,0.135597826086957,0.111329404060249,0.5,0.183673469387755,0.0383039031677328,0,0,0,0,0,0,0,1,0,0.5,0.888888888888889,0.1265,0.1914,0.2405,0.285,0.3574,0.471,0.5786
0.104890688998666,0.463333333333333,0.544554455445545,0.0526315789473684,0.12,0.0454545454545455,0.100285986653956,0.102272727272727,0.100035599857601,0.52,0.330073349633252,0.637979420018709,0.0316807469986661,0.800244922448687,0.333333333333333,0.75,0.592592592592593,0.2536875,0.618598559266536,0,0.489795918367347,0.0383039031677328,0,0,0,0,1,0,0,0,0,0,0.888888888888889,0.9793,1,1,1,1,1,1
0.0678014812061925,0.51,0.544554455445545,0.105263157894737,0.12,0.227272727272727,0.163584366062917,0.0568181818181818,0.0498398006407974,0.4,0.298288508557457,0.744153414405987,0.00233437083148066,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,0.5,0.0204081632653061,0.068947025701919,1,0,1,0,0,0,0,0,0,0.5,1,0.7772,0.8211,0.8527,0.8756,0.9037,0.9302,0.9444
0.0339775094760347,0,0.663366336633663,0.0526315789473684,0,0,0.0261201143946616,0.0340909090909091,0.0605197579209683,0.34,0.377343113284434,0.679092609915809,0.0130057803468208,0.75549844180965,0,0.75,0.444444444444444,1,0.404715127701375,0.5,0.0714285714285714,0.183858735205117,1,0,0,0,1,0,0,0,0,0,0.444444444444444,0.2095,0.2209,0.2323,0.2528,0.2644,0.2642,0.2625
0.0649511907442722,0.503333333333333,0.772277227722772,0.105263157894737,0.08,0.136363636363636,0.0816015252621544,0.0568181818181818,0.0523317906728373,0.38,0.41401792991035,0.480823199251637,0.0499110715873722,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,1,0.107142857142857,0.0880989772857854,0,0,0,0,0,0,0,0,1,0.5,0.888888888888889,0.2381,0.4853,0.5746,0.6681,0.7692,0.8959,0.9458
0.178954935490526,0.193333333333333,0.673267326732673,0.157894736842105,0.16,0.454545454545455,0.131935176358437,0.193181818181818,0.127091491634033,0.22,0.284433577832111,0.664172123479888,0.0323477100933748,0.302606834545259,0,0.25,0.111111111111111,0.489130434782609,0.172233136869679,0,0.0816326530612245,0.0880989772857854,0,0,0,0,1,0,0,0,0,0,0.166666666666667,7e-04,0.0166,0.0492,0.0886,0.1584,0.2464,0.3374
0.135570680117098,0.66,0.554455445544554,0.105263157894737,0.24,0.0909090909090909,0.246901811248808,0.113636363636364,0.169811320754717,0.54,0.221678891605542,0.508419083255379,0.200422409959982,0.0223765984883763,0.166666666666667,0.125,0.037037037037037,0.135597826086957,0.111329404060249,1,0.285714285714286,0.0306431225341862,0,0,1,0,0,0,0,0,0,0,0.888888888888889,0.5202,0.6184,0.6113,0.6107,0.5661,0.6065,0.5944
0.292494130133869,0.371523333333333,0.920792079207921,0,0.2,0.590909090909091,0.136129647283127,0.295454545454545,0.239943040227839,0.3482,0.600651996740016,0.689429373246024,0.0106714095153402,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0,0.489795918367347,0.279618493124449,0,0,1,0,0,0,0,0,0,0.5,1,0.6883,0.7114,0.7214,0.75,0.7673,0.7892,0.8058
0.186888506400556,0.26,0.544554455445545,0,0.16,0.0909090909090909,0.151000953288847,0.181818181818182,0.237451050195799,0.16,0.288508557457213,0.0701590271281572,0.0499110715873722,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,0.5,0.489795918367347,0.145554832037385,1,0,1,0,0,0,0,0,0,0.25,1,0.0436,0.093,0.1379,0.1722,0.2344,0.298,0.3355
0.113308494338,0.383333333333333,0.366336633663366,0.157894736842105,0.16,0.227272727272727,0.206863679694948,0.0795454545454545,0.0679957280170879,0.66,0.12958435207824,0.556594948550047,0.0142285460204535,0,0.333333333333333,0.125,0.037037037037037,0,0.132285527177472,0,1,0.288236871337189,1,0,0,0,0,0,0,0,1,0.5,1,0.0417,0.0562,0.0676,0.0668,0.1048,0.1276,0.1124
0.122972711224633,0.04,0.772277227722772,0.0526315789473684,0.08,0.363636363636364,0.0684461391801716,0.136363636363636,0.0797436810252759,0.3482,0.329747351263244,0.467726847521048,0,1,0.666666666666667,0.875,1,0.834239130434783,0.692206941715783,0,0.36734693877551,0.949936798559773,0,0,1,0,0,0,0,0,0,0,0.888888888888889,0.1382,0.2506,0.306,0.423,0.5537,0.6986,0.7161
0.768539879657902,0.4,0.614554455445545,0.315789473684211,0.44,1,0.424213536701621,0.795454545454545,0.237095051619794,0.0199999999999999,0.381418092909535,0.507951356407858,0.00833703868385949,0.0896899738510585,0,0.125,0,0.0834239130434783,0.031434184675835,0.5,0.15,0.0306431225341862,0,0,0,0,1,0,0,0,0,0,0.888888888888889,0.9405,0.9643,0.9832,1,1,1,1
0.0811915473927716,0.32,0.534653465346535,0,0.16,0,0.0905624404194471,0.0795454545454545,0.107155571377714,0.74,0.241238793806031,0.0935453695042095,0.0299021787461094,0.109870329906509,0,0,0.037037037037037,0.309782608695652,0,0.5,0.23469387755102,0.068947025701919,0,1,0,0,0,0,0,1,0,0.25,0.555555555555556,0.5577,0.6435,0.6864,0.726,0.7525,0.792,0.1651
0.193915023550328,0.576666666666667,0.396039603960396,0.0526315789473684,0.2,0.227272727272727,0.187797902764538,0.193181818181818,0.200783196867213,0.3482,0.242868785656072,0.679092609915809,0.200422409959982,0.0223765984883763,0.166666666666667,0.125,0.037037037037037,0.135597826086957,0.111329404060249,0.5,0.489795918367347,0.375378251043781,0,0,0,0,1,0,0,0,0,0,1,0.9515,0.9576,0.956,0.9561,0.947,0.9379,0.9319
0.165498729967261,0.816666666666667,0.485148514851485,0.0526315789473684,0.12,0.0454545454545455,0.130409914204004,0.181818181818182,0.196155215379138,0.58,0.228198859005705,0.460243217960711,0.0323477100933748,0.302606834545259,0,0.25,0.111111111111111,0.489130434782609,0.172233136869679,0,0.489795918367347,0.00191519515838664,0,0,0,0,0,0,0,1,0,0.25,0.888888888888889,0.1126,0.4597,0.6446,0.7779,0.8372,0.848,0.8726
0.0922651620492486,0.4,0.633663366336634,0,0.08,0,0.0703527168732126,0.102272727272727,0.149519401922392,0.324,0.372453137734311,0.0701590271281572,0.00833703868385949,0.0896899738510585,0,0.125,0,0.0834239130434783,0.031434184675835,0.5,0.183673469387755,0.0114911709503198,0,0,0,0,0,0,0,1,0,0.5,0.888888888888889,0.1347,0.1596,0.1689,0.1666,0.1712,0.1752,0.1775
